rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond   | size  | stmt
1       | 0.26        | 13.2           | 1.3986      | 0.041       | 0     | 435200|  WHERE bstream is not Null;
1       | 0.26        | 9.432          | 1.0213      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 9.368          | 1.0093      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.445          | 0.7121      | 0.038       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.47           | 0.7173      | 0.042       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.826          | 0.744       | 0.04        | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.431          | 0.7124      | 0.043       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.412          | 0.7108      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.367          | 0.7107      | 0.041       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.371          | 0.7069      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.316          | 0.7009      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.233          | 0.693       | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.36           | 0.7055      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.333          | 0.7062      | 0.04        | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.353          | 0.7055      | 0.043       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.298          | 0.6997      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.322          | 0.7025      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.323          | 0.7017      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.265          | 0.6955      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.374          | 0.7073      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 8.509          | 0.9226      | 0.042       | 1     | 435200|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.397          | 0.7121      | 0.041       | 1     | 96325 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.489          | 0.7223      | 0.073       | 1     | 53248 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.272          | 0.6921      | 0.039       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
1       | 0.26        | 10.26          | 1.0811      | 0.029       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.566          | 0.7321      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.957          | 0.7629      | 0.045       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.452          | 0.7152      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.468          | 0.711       | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.587          | 0.7297      | 0.042       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.689          | 0.739       | 0.042       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 7.143          | 0.7891      | 0.042       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.68           | 0.7383      | 0.042       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.63           | 0.7339      | 0.041       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.576          | 0.7289      | 0.042       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.618          | 0.732       | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.455          | 0.716       | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.383          | 0.7127      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.382          | 0.7076      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.253          | 0.695       | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.277          | 0.6963      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.281          | 0.6968      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.595          | 0.7316      | 0.042       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.313          | 0.703       | 0.041       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.453          | 0.7149      | 0.041       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 5.971          | 0.6704      | 0.042       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.577          | 0.7268      | 0.041       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.25           | 0.6957      | 0.042       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.427          | 0.7151      | 0.042       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.574          | 0.7298      | 0.041       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.444          | 0.7151      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.471          | 0.7227      | 0.042       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.55           | 0.7255      | 0.042       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.693          | 0.7432      | 0.041       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.591          | 0.7296      | 0.042       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.726          | 0.7423      | 0.041       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.481          | 0.7182      | 0.04        | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.487          | 0.717       | 0.042       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.375          | 0.7098      | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.424          | 0.712       | 0.042       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.447          | 0.7143      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.399          | 0.7088      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.199          | 0.6894      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.336          | 0.7035      | 0.041       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.267          | 0.6986      | 0.073       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.639          | 0.7343      | 0.042       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.449          | 0.7139      | 0.041       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.404          | 0.7101      | 0.042       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.332          | 0.7062      | 0.041       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 9.748          | 1.0477      | 0.042       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;? SET ROLE tfog_abells_u;
1       | 0.26        | 75.412         | 7.7403      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 10.411         | 1.1227      | 0.042       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 10.142         | 1.0735      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 13.366         | 1.3992      | 0.037       | 0     | 435200|  WHERE bstream is not Null;
1       | 0.26        | 9.872          | 1.0465      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 9.509          | 1.013       | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.196          | 0.6851      | 0.04        | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.058          | 0.6647      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.099          | 0.6685      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.131          | 0.6724      | 0.038       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 5.931          | 0.6521      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 5.96           | 0.655       | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.316          | 0.6934      | 0.038       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 5.971          | 0.6556      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.214          | 0.6801      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.294          | 0.6884      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 5.894          | 0.6473      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.278          | 0.6861      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.298          | 0.6886      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.288          | 0.6882      | 0.038       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.285          | 0.6871      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.463          | 0.7051      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.285          | 0.6874      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 8.542          | 0.9138      | 0.036       | 1     | 435200|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.481          | 0.7078      | 0.035       | 1     | 96325 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.434          | 0.7024      | 0.035       | 1     | 53248 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.138          | 0.6722      | 0.036       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
1       | 0.26        | 9.852          | 1.041       | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.103          | 0.669       | 0.033       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.88           | 0.7477      | 0.036       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.384          | 0.6977      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.665          | 0.7254      | 0.037       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.622          | 0.726       | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.937          | 0.7576      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.653          | 0.729       | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.259          | 0.6846      | 0.037       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.492          | 0.7076      | 0.034       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.708          | 0.7299      | 0.036       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.247          | 0.6849      | 0.037       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.26           | 0.6815      | 0.033       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.179          | 0.6766      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.158          | 0.6775      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.115          | 0.6709      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.149          | 0.6742      | 0.035       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.142          | 0.6742      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.527          | 0.7165      | 0.035       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 5.986          | 0.6577      | 0.037       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.399          | 0.6997      | 0.035       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.242          | 0.6847      | 0.034       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.326          | 0.6914      | 0.037       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.12           | 0.6677      | 0.035       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.092          | 0.6652      | 0.035       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.144          | 0.6728      | 0.034       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.162          | 0.6747      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.064          | 0.6644      | 0.034       | 0     | 96325 |  WHERE bstream is not Null;
1       | 0.26        | 6.297          | 0.6933      | 0.035       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.399          | 0.7037      | 0.036       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.64           | 0.7283      | 0.034       | 0     | 157457|  WHERE bstream is not Null;
1       | 0.26        | 6.51           | 0.7097      | 0.033       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.402          | 0.6994      | 0.037       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.495          | 0.7078      | 0.034       | 0     | 53248 |  WHERE bstream is not Null;
1       | 0.26        | 6.346          | 0.6936      | 0.035       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.375          | 0.6961      | 0.036       | 0     | 35328 |  WHERE bstream is not Null;
1       | 0.26        | 6.265          | 0.6855      | 0.036       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.826          | 0.7409      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.163          | 0.6774      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.549          | 0.7134      | 0.034       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.307          | 0.6897      | 0.037       | 0     | 37807 |  WHERE bstream is not Null;
1       | 0.26        | 6.606          | 0.7246      | 0.035       | 1     | 157457|  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.34           | 0.6921      | 0.036       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.293          | 0.688       | 0.036       | 1     | 35328 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.224          | 0.6812      | 0.034       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
1       | 0.26        | 6.031          | 0.6617      | 0.035       | 1     | 37807 |  WHERE casetype LIKE 'budget' AND bstream is not Null;
? SET ROLE postgres;
