rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
35      | 1338.82     | 7.495          | 1.0299      | 1.376       | 2     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft';
9       | 1358.91     | 7.739          | 1.0447      | 1.296       | 3     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public';
2       | 1379.0      | 7.882          | 1.0648      | 1.343       | 4     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table';
0       | 1399.1      | 7.836          | 1.0596      | 1.327       | 5     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX acty_index ON alfbasic(acta);
? CREATE INDEX stage_index ON alfbasic(stage);
? SET ROLE tfog_acoast_u;
803     | 1298.68     | 8.595          | 1.2377      | 2.295       | 0     | 3     | SELECT * FROM alfbasic;
166     | 1318.74     | 7.774          | 1.052       | 1.385       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
35      | 1323.52     | 3.832          | 0.6731      | 1.355       | 2     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft';
9       | 1325.54     | 3.636          | 0.6422      | 1.365       | 3     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public';
2       | 1327.57     | 3.43           | 0.6351      | 1.461       | 4     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table';
0       | 1329.6      | 3.527          | 0.6278      | 1.329       | 5     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX casetype_index ON alfbasic(casetype);
? SET ROLE tfog_acoast_u;
803     | 1298.68     | 11.025         | 1.4774      | 2.242       | 0     | 4     | SELECT * FROM alfbasic;
166     | 1318.74     | 7.785          | 1.0541      | 1.392       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
35      | 1323.52     | 3.684          | 0.6495      | 1.356       | 2     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft';
9       | 1325.54     | 3.628          | 0.6409      | 1.374       | 3     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public';
2       | 1327.57     | 3.486          | 0.6319      | 1.332       | 4     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table';
0       | 1329.6      | 3.528          | 0.6284      | 1.337       | 5     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND stage LIKE 'draft' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
