rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
5       | 5.27        | 17.823         | 1.8611      | 0.033       | 0     | 4     |  select find_text('120');
7       | 5.27        | 23.015         | 2.3789      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
7       | 5.27        | 33.961         | 3.4828      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
7       | 5.27        | 17.242         | 1.7926      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 22.264         | 2.2895      | 0.033       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 22.072         | 2.4701      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 26.411         | 2.701       | 0.033       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 20.647         | 2.1268      | 0.032       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 30.338         | 3.0958      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
3       | 5.27        | 25.259         | 2.588       | 0.031       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_abells_u;
11      | 5.27        | 93.842         | 9.687       | 0.067       | 0     | 4     |  select find_text('diaddvur');
11      | 5.27        | 26.883         | 2.7531      | 0.035       | 0     | 4     |  select find_text('Dvůr Králové');
11      | 5.27        | 20.522         | 2.117       | 0.037       | 0     | 4     |  select find_text('bsys@seznam.cz');
11      | 5.27        | 37.299         | 3.7951      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
16      | 5.27        | 22.391         | 2.3013      | 0.032       | 0     | 4     |  select find_text('Product 1');
6       | 5.27        | 22.575         | 2.3215      | 0.032       | 0     | 4     |  select find_text('Year 1');
7       | 5.27        | 25.352         | 2.5982      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
3       | 5.27        | 26.257         | 2.6882      | 0.031       | 0     | 4     |  select find_text('Total money in (£)');
30      | 5.27        | 17.024         | 1.765       | 0.032       | 0     | 4     |  select find_text('12');
8       | 5.27        | 23.38          | 2.4003      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
4       | 5.27        | 21.098         | 2.1718      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
4       | 5.27        | 22.811         | 2.3478      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
4       | 5.27        | 17.357         | 1.8049      | 0.032       | 0     | 4     |  select find_text('120');
8       | 5.27        | 22.585         | 2.3216      | 0.031       | 0     | 4     |  select find_text('Dissertation III');
8       | 5.27        | 33.22          | 3.3845      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
8       | 5.27        | 16.948         | 1.7598      | 0.031       | 0     | 4     |  select find_text('68');
2       | 5.27        | 22.365         | 2.3006      | 0.032       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 21.695         | 2.2311      | 0.036       | 0     | 4     |  select find_text('NAD 48000');
3       | 5.27        | 25.964         | 2.658       | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 20.22          | 2.085       | 0.032       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 30.224         | 3.0848      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
2       | 5.27        | 25.67          | 2.6279      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE tfog_acoast_u;
5       | 5.27        | 22.568         | 2.3165      | 0.032       | 0     | 4     |  select find_text('diaddvur');
5       | 5.27        | 24.723         | 2.53        | 0.035       | 0     | 4     |  select find_text('Dvůr Králové');
5       | 5.27        | 19.33          | 1.9914      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
5       | 5.27        | 35.478         | 3.6095      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
16      | 5.27        | 22.56          | 2.3522      | 0.033       | 0     | 4     |  select find_text('Product 1');
8       | 5.27        | 21.769         | 2.2389      | 0.032       | 0     | 4     |  select find_text('Year 1');
9       | 5.27        | 26.296         | 2.6911      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
4       | 5.27        | 26.507         | 2.7131      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
25      | 5.27        | 17.244         | 1.7875      | 0.032       | 0     | 4     |  select find_text('12');
12      | 5.27        | 23.566         | 2.4188      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
5       | 5.27        | 22.395         | 2.2983      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
5       | 5.27        | 22.551         | 2.3125      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
5       | 5.27        | 17.116         | 1.7736      | 0.032       | 0     | 4     |  select find_text('120');
7       | 5.27        | 22.759         | 2.3379      | 0.031       | 0     | 4     |  select find_text('Dissertation III');
7       | 5.27        | 34.441         | 3.5039      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
7       | 5.27        | 17.264         | 1.7861      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 22.087         | 2.2753      | 0.075       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 21.35          | 2.1966      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
1       | 5.27        | 26.612         | 2.7244      | 0.031       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 21.219         | 2.1873      | 0.035       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 31.137         | 3.1768      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
3       | 5.27        | 26.292         | 2.6919      | 0.035       | 0     | 4     |  select find_text(' Annual charge £');
