rows    | exec_time(ms)  | ncond | nind  | stmt
92      | 122.1985       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
98      | 119.5138       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
94      | 155.2007       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
81      | 141.067        | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
69      | 105.7167       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
97      | 134.1163       | 2     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
28      | 50.8384        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
14      | 13.5978        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 15.6322        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
24      | 61.693         | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
17      | 19.3353        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
22      | 15.0235        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
19      | 10.8702        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 38.8263        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
17      | 10.2149        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
13      | 8.0013         | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
18      | 11.4033        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
14      | 13.1733        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
18      | 84.0689        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
19      | 18.7878        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
12      | 15.7343        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
21      | 14.6613        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
18      | 12.3615        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
19      | 22.3097        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
18      | 38.0296        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
18      | 29.7344        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
18      | 27.8075        | 3     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
7       | 15.7689        | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
5       | 17.2894        | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
3       | 3.6046         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
4       | 3.9484         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
5       | 7.6909         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
6       | 8.0387         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 4.999          | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
6       | 9.7771         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
3       | 4.3381         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
4       | 13.076         | 4     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
0       | 8.6963         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 2.1719         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 2.1858         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
0       | 2.2019         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
3       | 3.6709         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
1       | 2.8169         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
3       | 4.0025         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
0       | 2.4938         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
1       | 2.7363         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 2.8232         | 5     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
0       | 2.1991         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 2.3087         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 2.298          | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
0       | 5.8439         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 2.1843         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 2.1831         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 2.2367         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 2.2252         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 2.1699         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
0       | 2.1648         | 6     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 2.2352         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 2.2333         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 2.2476         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 2.2604         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
0       | 2.2687         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 2.2773         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 2.2825         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 2.285          | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
0       | 2.3101         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
0       | 2.2879         | 7     | 0     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
? CREATE INDEX acta_index ON alfbasic(acta);
? CREATE INDEX stage_index ON alfbasic(stage);
? CREATE INDEX tenant_index ON alfbasic(tenant);
? CREATE INDEX casetype_index ON alfbasic(casetype);
8590    | 11440.9929     | 0     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber);
873     | 1738.4562      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog';
853     | 1517.0188      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock';
829     | 1578.3459      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays';
834     | 1684.0931      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments';
887     | 1815.121       | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting';
863     | 1396.4017      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges';
890     | 1708.3788      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals';
852     | 1342.2709      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms';
874     | 1632.3329      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues';
835     | 1182.1214      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum';
1730    | 2805.6104      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'draft';
1691    | 3011.0022      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'task';
1657    | 2312.382       | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'ready';
1725    | 2603.33        | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'delete';
1787    | 2679.4361      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE stage LIKE 'close';
1722    | 2680.2155      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'budget';
1741    | 2864.7487      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'statistics';
1668    | 2595.9903      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'logistics';
1702    | 2686.3811      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'employees';
1757    | 2838.7252      | 1     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE casetype LIKE 'salary';
84      | 430.9572       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND acta LIKE 'bells';
108     | 171.0716       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND acta LIKE 'coast';
86      | 112.1688       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND acta LIKE 'programs';
86      | 104.8778       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND acta LIKE 'meaning';
92      | 111.3011       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
98      | 129.7463       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
94      | 131.4499       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
81      | 103.8565       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
69      | 96.7802        | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
97      | 133.9104       | 2     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
28      | 18.1373        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
14      | 11.7591        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
16      | 76.2962        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
24      | 19.0514        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
17      | 14.7545        | 3     | 4     | SELECT file_oid FROM files INNER JOIN alfbasic ON (files.casenumber = alfbasic.casenumber) WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
