rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
2       | 5.27        | 5.046          | 0.5689      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.92           | 0.5537      | 0.031       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 4.973          | 0.562       | 0.045       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 4.966          | 0.5581      | 0.032       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.97           | 0.5618      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.161          | 0.5775      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 4.909          | 0.5534      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 4.943          | 0.553       | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 4.848          | 0.5438      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.094          | 0.572       | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.097          | 0.569       | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.096          | 0.5699      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.088          | 0.5703      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 87.227         | 9.0101      | 0.064       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.051         | 1.0674      | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 8.836          | 0.9475      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 8.897          | 0.9534      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.736          | 0.9341      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.785          | 0.9429      | 0.031       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 4.997          | 0.5626      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.492          | 0.6143      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 4.883          | 0.5544      | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 4.996          | 0.5679      | 0.081       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.89           | 0.5518      | 0.031       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.343          | 0.5967      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 4.909          | 0.5535      | 0.032       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.983          | 0.5658      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.143          | 0.5782      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.034          | 0.5614      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.083          | 0.5727      | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 4.92           | 0.5552      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.032          | 0.5661      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.041          | 0.5644      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.115          | 0.5709      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.093          | 0.5684      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 80.971         | 8.3991      | 0.077       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.233         | 1.0828      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.012          | 0.9733      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 8.668          | 0.9311      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.861          | 0.9499      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.971          | 0.958       | 0.032       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.38           | 0.5987      | 0.036       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.237          | 0.5834      | 0.034       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.235          | 0.5869      | 0.035       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.127          | 0.5725      | 0.035       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 5.01           | 0.5607      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.147          | 0.5773      | 0.031       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 4.944          | 0.5623      | 0.031       | 0     | 4     |  select find_text('120');
1       | 5.27        | 5.084          | 0.5718      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.225          | 0.5811      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 4.938          | 0.5668      | 0.035       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.174          | 0.5798      | 0.031       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 5.353          | 0.5949      | 0.031       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.074          | 0.5651      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.067          | 0.5639      | 0.031       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.319          | 0.5918      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.217          | 0.5803      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 84.935         | 8.7845      | 0.06        | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.792         | 1.1544      | 0.034       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 8.944          | 0.9697      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.257          | 1.0027      | 0.033       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.908          | 0.9693      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.787          | 0.9594      | 0.032       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.306          | 0.6027      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.605          | 0.6276      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.103          | 0.5674      | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.135          | 0.5716      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.973          | 0.5607      | 0.031       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 4.914          | 0.5544      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 4.921          | 0.5618      | 0.033       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.993          | 0.562       | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.129          | 0.5754      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.04           | 0.5656      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 4.999          | 0.5688      | 0.033       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 5.079          | 0.5662      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.044          | 0.5645      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 4.937          | 0.5589      | 0.031       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 4.982          | 0.5612      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 4.955          | 0.5574      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 82.93          | 8.5844      | 0.061       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.6           | 1.1194      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.138          | 0.9742      | 0.035       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.366          | 0.9981      | 0.035       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 9.035          | 0.9673      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.76           | 0.9322      | 0.033       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.329          | 0.5996      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.28           | 0.5929      | 0.051       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.03           | 0.5619      | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.086          | 0.5689      | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.954          | 0.5558      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.095          | 0.5658      | 0.033       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.004          | 0.5594      | 0.033       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.943          | 0.5571      | 0.031       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.082          | 0.5736      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.14           | 0.5761      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.129          | 0.5725      | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 5.056          | 0.5661      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 4.948          | 0.5571      | 0.031       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 4.944          | 0.5574      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 4.946          | 0.5579      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 4.975          | 0.562       | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 81.043         | 8.3693      | 0.061       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 11.47          | 1.2092      | 0.037       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.39           | 1.0089      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 10.198         | 1.0966      | 0.033       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 9.542          | 1.0374      | 0.036       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 9.719          | 1.0468      | 0.036       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.431          | 0.623       | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.212          | 0.6072      | 0.035       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.127          | 0.5989      | 0.037       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.149          | 0.5902      | 0.037       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 5.031          | 0.5788      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.253          | 0.5973      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.129          | 0.5911      | 0.033       | 0     | 4     |  select find_text('120');
1       | 5.27        | 5.171          | 0.5912      | 0.033       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.427          | 0.6253      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.075          | 0.5876      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.055          | 0.5808      | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 5.055          | 0.5782      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 4.971          | 0.5797      | 0.098       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.004          | 0.5785      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.14           | 0.5963      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 4.946          | 0.5728      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 82.799         | 8.5869      | 0.073       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.236         | 1.0975      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 8.941          | 0.972       | 0.066       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.01           | 0.9786      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.911          | 0.9657      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.786          | 0.9582      | 0.033       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.003          | 0.5701      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 4.993          | 0.5786      | 0.048       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 4.937          | 0.578       | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 4.939          | 0.5665      | 0.046       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 5.123          | 0.5905      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.268          | 0.6067      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.214          | 0.5916      | 0.126       | 0     | 4     |  select find_text('120');
1       | 5.27        | 5.615          | 0.6247      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.72           | 0.6321      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.286          | 0.5883      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.002          | 0.5645      | 0.031       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 5.037          | 0.567       | 0.031       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.164          | 0.5754      | 0.033       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.043          | 0.5652      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.082          | 0.5661      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.159          | 0.5739      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 86.347         | 8.9351      | 0.061       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.858         | 1.1453      | 0.035       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.369          | 0.9943      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.123          | 0.969       | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.967          | 0.9517      | 0.032       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.768          | 0.9394      | 0.032       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.016          | 0.5635      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.027          | 0.5665      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 4.912          | 0.556       | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.056          | 0.5665      | 0.031       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.885          | 0.5508      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 4.965          | 0.5587      | 0.031       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 4.916          | 0.558       | 0.078       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.945          | 0.5581      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.05           | 0.5666      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.003          | 0.5621      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.04           | 0.5673      | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 4.865          | 0.552       | 0.033       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.048          | 0.5665      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.079          | 0.5707      | 0.031       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.013          | 0.5639      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.051          | 0.5666      | 0.033       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 82.586         | 8.6466      | 0.088       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.238         | 1.0942      | 0.034       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.195          | 0.9897      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.144          | 0.981       | 0.034       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 8.837          | 0.96        | 0.034       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.77           | 0.9393      | 0.033       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 5.027          | 0.5676      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.072          | 0.5699      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.022          | 0.5673      | 0.032       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.054          | 0.5687      | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 5.014          | 0.5656      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.606          | 0.6246      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.053          | 0.5624      | 0.032       | 0     | 4     |  select find_text('120');
1       | 5.27        | 5.079          | 0.572       | 0.033       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.165          | 0.5822      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 5.023          | 0.5628      | 0.033       | 0     | 4     |  select find_text('68');
0       | 5.27        | 5.075          | 0.5653      | 0.033       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 4.956          | 0.5561      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 5.183          | 0.5799      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 4.949          | 0.5579      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 5.085          | 0.5788      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 5.169          | 0.5798      | 0.033       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 88.366         | 9.1481      | 0.071       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.629         | 1.1219      | 0.035       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.341          | 0.9937      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.209          | 0.9804      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 9.188          | 0.9791      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.854          | 0.9472      | 0.032       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 4.96           | 0.5579      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.177          | 0.582       | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.087          | 0.5703      | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.077          | 0.5671      | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 5.019          | 0.5635      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 5.184          | 0.5803      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.011          | 0.5625      | 0.032       | 0     | 4     |  select find_text('120');
1       | 5.27        | 5.006          | 0.5621      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.033          | 0.5716      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 4.96           | 0.5582      | 0.032       | 0     | 4     |  select find_text('68');
0       | 5.27        | 4.908          | 0.5526      | 0.032       | 0     | 4     |  select find_text('January 2014');
0       | 5.27        | 4.995          | 0.5621      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
0       | 5.27        | 4.927          | 0.5556      | 0.031       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 5.027          | 0.5652      | 0.032       | 0     | 4     |  select find_text('Mth 6');
0       | 5.27        | 4.969          | 0.5589      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
1       | 5.27        | 4.985          | 0.5618      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_acoast_cbudget_sdraft_u1public_u2table_u3neutral;
0       | 5.27        | 87.737         | 9.0289      | 0.057       | 0     | 4     |  select find_text('diaddvur');
0       | 5.27        | 10.918         | 1.1769      | 0.037       | 0     | 4     |  select find_text('Dvůr Králové');
0       | 5.27        | 9.474          | 1.0247      | 0.034       | 0     | 4     |  select find_text('bsys@seznam.cz');
0       | 5.27        | 9.18           | 0.9899      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
3       | 5.27        | 9.117          | 0.9784      | 0.033       | 0     | 4     |  select find_text('Product 1');
2       | 5.27        | 8.875          | 0.9542      | 0.032       | 0     | 4     |  select find_text('Year 1');
2       | 5.27        | 4.956          | 0.5585      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
0       | 5.27        | 5.613          | 0.624       | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
3       | 5.27        | 5.068          | 0.568       | 0.031       | 0     | 4     |  select find_text('12');
2       | 5.27        | 5.06           | 0.566       | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
1       | 5.27        | 4.978          | 0.5621      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
1       | 5.27        | 4.97           | 0.5593      | 0.032       | 0     | 4     |  select find_text('Milestone #6');
1       | 5.27        | 5.036          | 0.5643      | 0.032       | 0     | 4     |  select find_text('120');
1       | 5.27        | 4.982          | 0.5595      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
1       | 5.27        | 5.021          | 0.569       | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
1       | 5.27        | 4.913          | 0.5539      | 0.031       | 0     | 4     |  select find_text('68');
0       | 5.27        | 4.96           | 0.5615      | 0.032       | 0     | 4     |  select find_text('January 2014');
