rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
4       | 5.27        | 17.661         | 1.8285      | 0.032       | 0     | 4     |  select find_text('120');
8       | 5.27        | 23.043         | 2.3664      | 0.033       | 0     | 4     |  select find_text('Dissertation III');
8       | 5.27        | 33.724         | 3.4347      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
8       | 5.27        | 16.896         | 1.7521      | 0.031       | 0     | 4     |  select find_text('68');
2       | 5.27        | 21.89          | 2.2493      | 0.033       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 21.476         | 2.209       | 0.034       | 0     | 4     |  select find_text('NAD 48000');
3       | 5.27        | 25.967         | 2.6608      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 20.863         | 2.1475      | 0.033       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 30.217         | 3.0855      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
2       | 5.27        | 25.283         | 2.5906      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
15      | 5.27        | 37.18          | 3.7787      | 0.031       | 0     | 4     |  select find_text('diaddvur');
15      | 5.27        | 45.162         | 4.5765      | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
15      | 5.27        | 34.814         | 3.539       | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
15      | 5.27        | 68.469         | 6.9074      | 0.033       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
22      | 5.27        | 39.767         | 4.0404      | 0.033       | 0     | 4     |  select find_text('Product 1');
15      | 5.27        | 39.031         | 3.9658      | 0.033       | 0     | 4     |  select find_text('Year 1');
15      | 5.27        | 46.999         | 4.7605      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
5       | 5.27        | 48.986         | 4.9627      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
42      | 5.27        | 32.04          | 3.267       | 0.032       | 0     | 4     |  select find_text('12');
19      | 5.27        | 43.609         | 4.439       | 0.032       | 0     | 4     |  select find_text('Profit margin (%)');
9       | 5.27        | 38.908         | 3.9546      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
9       | 5.27        | 40.897         | 4.1517      | 0.033       | 0     | 4     |  select find_text('Milestone #6');
9       | 5.27        | 31.303         | 3.1932      | 0.032       | 0     | 4     |  select find_text('120');
6       | 5.27        | 42.779         | 4.3409      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
6       | 5.27        | 64.447         | 6.5073      | 0.031       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
6       | 5.27        | 31.742         | 3.2375      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 40.304         | 4.0931      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 39.239         | 3.9929      | 0.073       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 47.827         | 4.8498      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 37.522         | 3.8173      | 0.035       | 0     | 4     |  select find_text('Mth 6');
6       | 5.27        | 56.706         | 5.734       | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
6       | 5.27        | 46.714         | 4.7368      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE tfog_abells_u;
11      | 5.27        | 98.705         | 10.2023     | 0.073       | 0     | 4     |  select find_text('diaddvur');
11      | 5.27        | 25.853         | 2.6488      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
11      | 5.27        | 20.183         | 2.0811      | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
11      | 5.27        | 37.303         | 3.7916      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
16      | 5.27        | 22.57          | 2.3201      | 0.032       | 0     | 4     |  select find_text('Product 1');
6       | 5.27        | 22.576         | 2.3211      | 0.032       | 0     | 4     |  select find_text('Year 1');
7       | 5.27        | 25.285         | 2.5882      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
3       | 5.27        | 26.598         | 2.7155      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
30      | 5.27        | 17.716         | 1.8325      | 0.033       | 0     | 4     |  select find_text('12');
8       | 5.27        | 24.729         | 2.5337      | 0.034       | 0     | 4     |  select find_text('Profit margin (%)');
4       | 5.27        | 21.785         | 2.2397      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
4       | 5.27        | 22.347         | 2.2971      | 0.033       | 0     | 4     |  select find_text('Milestone #6');
4       | 5.27        | 17.23          | 1.7852      | 0.033       | 0     | 4     |  select find_text('120');
8       | 5.27        | 22.768         | 2.341       | 0.032       | 0     | 4     |  select find_text('Dissertation III');
8       | 5.27        | 34.349         | 3.4978      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
8       | 5.27        | 17.465         | 1.8084      | 0.034       | 0     | 4     |  select find_text('68');
2       | 5.27        | 22.041         | 2.2659      | 0.032       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 21.206         | 2.1819      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
3       | 5.27        | 26.226         | 2.6847      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 20.747         | 2.138       | 0.033       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 29.96          | 3.0613      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
2       | 5.27        | 25.268         | 2.5914      | 0.033       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
15      | 5.27        | 41.918         | 4.2471      | 0.031       | 0     | 4     |  select find_text('diaddvur');
15      | 5.27        | 46.972         | 4.7584      | 0.033       | 0     | 4     |  select find_text('Dvůr Králové');
15      | 5.27        | 36.264         | 3.684       | 0.033       | 0     | 4     |  select find_text('bsys@seznam.cz');
15      | 5.27        | 71.308         | 7.1928      | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
22      | 5.27        | 42.617         | 4.3233      | 0.032       | 0     | 4     |  select find_text('Product 1');
15      | 5.27        | 41.927         | 4.2504      | 0.034       | 0     | 4     |  select find_text('Year 1');
15      | 5.27        | 49.532         | 5.0157      | 0.033       | 0     | 4     |  select find_text('Total Other Liabilities');
5       | 5.27        | 50.985         | 5.1596      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
42      | 5.27        | 33.188         | 3.3803      | 0.032       | 0     | 4     |  select find_text('12');
19      | 5.27        | 46.452         | 4.7011      | 0.035       | 0     | 4     |  select find_text('Profit margin (%)');
9       | 5.27        | 40.815         | 4.1461      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
9       | 5.27        | 43.086         | 4.3716      | 0.033       | 0     | 4     |  select find_text('Milestone #6');
9       | 5.27        | 33.697         | 3.4284      | 0.035       | 0     | 4     |  select find_text('120');
6       | 5.27        | 44.37          | 4.4932      | 0.033       | 0     | 4     |  select find_text('Dissertation III');
6       | 5.27        | 66.233         | 6.6828      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
6       | 5.27        | 33.495         | 3.4079      | 0.032       | 0     | 4     |  select find_text('68');
1       | 5.27        | 42.361         | 4.2982      | 0.031       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 40.918         | 4.1536      | 0.032       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 49.443         | 5.0071      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 39.261         | 3.9887      | 0.032       | 0     | 4     |  select find_text('Mth 6');
6       | 5.27        | 59.506         | 6.0124      | 0.031       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
6       | 5.27        | 49.866         | 5.0468      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE abells_sdraft_u;
13      | 5.27        | 38.378         | 3.9005      | 0.032       | 0     | 4     |  select find_text('diaddvur');
13      | 5.27        | 46.079         | 4.6713      | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
13      | 5.27        | 35.638         | 3.6216      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
13      | 5.27        | 75.363         | 7.6315      | 0.033       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
28      | 5.27        | 51.395         | 5.2335      | 0.083       | 0     | 4     |  select find_text('Product 1');
15      | 5.27        | 52.497         | 5.3297      | 0.033       | 0     | 4     |  select find_text('Year 1');
17      | 5.27        | 61.829         | 6.284       | 0.034       | 0     | 4     |  select find_text('Total Other Liabilities');
5       | 5.27        | 59.932         | 6.0846      | 0.055       | 0     | 4     |  select find_text('Total money in (£)');
46      | 5.27        | 39.68          | 4.0449      | 0.033       | 0     | 4     |  select find_text('12');
20      | 5.27        | 59.293         | 6.0045      | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
8       | 5.27        | 53.967         | 5.4718      | 0.033       | 0     | 4     |  select find_text('By Vertex42.com');
8       | 5.27        | 55.721         | 5.6492      | 0.038       | 0     | 4     |  select find_text('Milestone #6');
8       | 5.27        | 38.39          | 3.9085      | 0.033       | 0     | 4     |  select find_text('120');
11      | 5.27        | 50.441         | 5.1075      | 0.034       | 0     | 4     |  select find_text('Dissertation III');
11      | 5.27        | 77.886         | 7.8527      | 0.033       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
11      | 5.27        | 38.049         | 3.8677      | 0.034       | 0     | 4     |  select find_text('68');
2       | 5.27        | 44.924         | 4.5623      | 0.033       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 44.623         | 4.5479      | 0.037       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 54.132         | 5.4973      | 0.058       | 0     | 4     |  select find_text('Total Cost Material 5');
0       | 5.27        | 42.102         | 4.2902      | 0.039       | 0     | 4     |  select find_text('Mth 6');
5       | 5.27        | 61.232         | 6.1895      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
7       | 5.27        | 48.327         | 4.8944      | 0.033       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE tfog_abells_u;
11      | 5.27        | 22.683         | 2.3247      | 0.032       | 0     | 4     |  select find_text('diaddvur');
11      | 5.27        | 24.646         | 2.5262      | 0.034       | 0     | 4     |  select find_text('Dvůr Králové');
11      | 5.27        | 18.841         | 1.9462      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
11      | 5.27        | 35.885         | 3.6491      | 0.031       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
16      | 5.27        | 21.154         | 2.1852      | 0.072       | 0     | 4     |  select find_text('Product 1');
6       | 5.27        | 21.263         | 2.1943      | 0.033       | 0     | 4     |  select find_text('Year 1');
7       | 5.27        | 24.954         | 2.5571      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
3       | 5.27        | 26.42          | 2.7038      | 0.033       | 0     | 4     |  select find_text('Total money in (£)');
30      | 5.27        | 17.085         | 1.7698      | 0.031       | 0     | 4     |  select find_text('12');
8       | 5.27        | 23.244         | 2.387       | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
4       | 5.27        | 21.148         | 2.1755      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
4       | 5.27        | 22.114         | 2.2723      | 0.033       | 0     | 4     |  select find_text('Milestone #6');
4       | 5.27        | 17.699         | 1.833       | 0.033       | 0     | 4     |  select find_text('120');
8       | 5.27        | 22.654         | 2.3271      | 0.032       | 0     | 4     |  select find_text('Dissertation III');
8       | 5.27        | 34.028         | 3.4681      | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
8       | 5.27        | 18.187         | 1.8835      | 0.037       | 0     | 4     |  select find_text('68');
2       | 5.27        | 22.729         | 2.3333      | 0.037       | 0     | 4     |  select find_text('January 2014');
2       | 5.27        | 21.726         | 2.2351      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
3       | 5.27        | 26.299         | 2.693       | 0.033       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 20.957         | 2.1551      | 0.032       | 0     | 4     |  select find_text('Mth 6');
4       | 5.27        | 30.363         | 3.0929      | 0.032       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
2       | 5.27        | 26.074         | 2.6632      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
15      | 5.27        | 38.291         | 3.8855      | 0.031       | 0     | 4     |  select find_text('diaddvur');
15      | 5.27        | 45.136         | 4.576       | 0.032       | 0     | 4     |  select find_text('Dvůr Králové');
15      | 5.27        | 34.61          | 3.5218      | 0.032       | 0     | 4     |  select find_text('bsys@seznam.cz');
15      | 5.27        | 66.791         | 6.742       | 0.032       | 0     | 4     |  select find_text('Slouzi k inicializaci promennych - zatim jen retezce');
22      | 5.27        | 39.035         | 3.9664      | 0.032       | 0     | 4     |  select find_text('Product 1');
15      | 5.27        | 39.123         | 3.975       | 0.032       | 0     | 4     |  select find_text('Year 1');
15      | 5.27        | 46.846         | 4.7462      | 0.032       | 0     | 4     |  select find_text('Total Other Liabilities');
5       | 5.27        | 48.86          | 4.9484      | 0.032       | 0     | 4     |  select find_text('Total money in (£)');
42      | 5.27        | 31.44          | 3.2067      | 0.032       | 0     | 4     |  select find_text('12');
19      | 5.27        | 43.718         | 4.4372      | 0.033       | 0     | 4     |  select find_text('Profit margin (%)');
9       | 5.27        | 39.774         | 4.0441      | 0.032       | 0     | 4     |  select find_text('By Vertex42.com');
9       | 5.27        | 44.064         | 4.4694      | 0.041       | 0     | 4     |  select find_text('Milestone #6');
9       | 5.27        | 33.374         | 3.3942      | 0.032       | 0     | 4     |  select find_text('120');
6       | 5.27        | 43.225         | 4.3798      | 0.033       | 0     | 4     |  select find_text('Dissertation III');
6       | 5.27        | 64.598         | 6.519       | 0.032       | 0     | 4     |  select find_text('Hybrid: 4 days Ft. Lauderdale w/online component');
6       | 5.27        | 31.925         | 3.258       | 0.033       | 0     | 4     |  select find_text('68');
1       | 5.27        | 41.191         | 4.1784      | 0.032       | 0     | 4     |  select find_text('January 2014');
1       | 5.27        | 39.845         | 4.0446      | 0.033       | 0     | 4     |  select find_text('NAD 48000');
2       | 5.27        | 49.363         | 4.9946      | 0.032       | 0     | 4     |  select find_text('Total Cost Material 5');
1       | 5.27        | 38.817         | 3.9397      | 0.032       | 0     | 4     |  select find_text('Mth 6');
6       | 5.27        | 56.878         | 5.7464      | 0.033       | 0     | 4     |  select find_text('Total Expenditure = (D) = B + C');
6       | 5.27        | 47.629         | 4.8254      | 0.032       | 0     | 4     |  select find_text(' Annual charge £');
