rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
150     | 2977.32     | 37.622         | 4.0381      | 1.367       | 2     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
38      | 3177.32     | 37.777         | 4.0454      | 1.298       | 3     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
7       | 3377.32     | 39.043         | 4.2068      | 1.575       | 4     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 3577.32     | 38.926         | 4.1631      | 1.287       | 5     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? SET ROLE acoast_stask_u;
1571    | 2577.32     | 38.54          | 4.1279      | 1.297       | 0     | 0     | SELECT * FROM alfbasic;
328     | 2777.32     | 38.349         | 4.0937      | 1.263       | 1     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
28      | 2977.32     | 38.043         | 4.0757      | 1.36        | 2     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
8       | 3177.32     | 38.874         | 4.1596      | 1.356       | 3     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
5       | 3377.32     | 40.13          | 4.2764      | 1.281       | 4     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
1       | 3577.32     | 40.312         | 4.2942      | 1.288       | 5     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? SET ROLE abells_sdraft_u;
1572    | 2577.32     | 38.488         | 4.1197      | 1.276       | 0     | 0     | SELECT * FROM alfbasic;
304     | 2777.32     | 39.663         | 4.2291      | 1.285       | 1     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
41      | 2977.32     | 38.383         | 4.112       | 1.361       | 2     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
10      | 3177.32     | 39.794         | 4.2438      | 1.285       | 3     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
2       | 3377.32     | 40.036         | 4.2793      | 1.375       | 4     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 3577.32     | 40.353         | 4.3022      | 1.285       | 5     | 0     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX acta_index ON alfbasic(acta);
? SET ROLE abells_sdraft_u;
1572    | 1293.09     | 9.742          | 1.404       | 2.596       | 0     | 1     | SELECT * FROM alfbasic;
304     | 1312.6      | 8.012          | 1.0997      | 1.57        | 1     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
41      | 1332.16     | 7.856          | 1.0526      | 1.293       | 2     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
10      | 1351.74     | 8.013          | 1.0747      | 1.298       | 3     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
2       | 1371.32     | 8.065          | 1.0852      | 1.393       | 4     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 1390.9      | 8.129          | 1.0844      | 1.312       | 5     | 1     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX stage_index ON alfbasic(stage);
? SET ROLE abells_sdraft_u;
1572    | 1293.09     | 8.601          | 1.4593      | 4.002       | 0     | 2     | SELECT * FROM alfbasic;
304     | 1312.6      | 7.991          | 1.0651      | 1.315       | 1     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
41      | 1332.16     | 7.975          | 1.0742      | 1.389       | 2     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
10      | 1351.74     | 8.427          | 1.1262      | 1.442       | 3     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
2       | 1371.32     | 8.126          | 1.0915      | 1.385       | 4     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 1390.9      | 7.99           | 1.0721      | 1.327       | 5     | 2     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX tenant_index ON alfbasic(tenant);
? SET ROLE abells_sdraft_u;
1572    | 1293.09     | 9.57           | 1.2905      | 1.83        | 0     | 3     | SELECT * FROM alfbasic;
304     | 1312.6      | 8.046          | 1.0808      | 1.305       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
41      | 1332.16     | 7.943          | 1.0641      | 1.312       | 2     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
10      | 1351.74     | 7.937          | 1.068       | 1.35        | 3     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
2       | 1371.32     | 8.082          | 1.088       | 1.389       | 4     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 1390.9      | 8.113          | 1.09        | 1.332       | 5     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
? CREATE INDEX casetype_index ON alfbasic(casetype);
? SET ROLE abells_sdraft_u;
1572    | 1293.09     | 11.447         | 1.7951      | 3.192       | 0     | 4     | SELECT * FROM alfbasic;
304     | 1312.6      | 8.373          | 1.1565      | 1.731       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
41      | 1332.16     | 7.829          | 1.0516      | 1.306       | 2     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog';
10      | 1351.74     | 7.884          | 1.0659      | 1.336       | 3     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public';
2       | 1371.32     | 7.921          | 1.0795      | 1.463       | 4     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table';
2       | 1390.9      | 8.117          | 1.0903      | 1.335       | 5     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget' AND tenant LIKE 'fog' and udim1 LIKE 'public' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral';
? SET ROLE postgres;
